Unnamed: 0,SYMBOL,NAME OF COMPANY,Industry,SECTOR
1873,UNIPARTS.NS,Uniparts India Limited,Automobile and Auto Components,Automobile and Auto Components
1874,UNITDSPR.NS,United Spirits Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
1875,UNITECH.NS,Unitech Limited,Others,Others
1876,UNITEDPOLY.NS,United Polyfab Gujarat Limited,Others,Others
1877,UNITEDTEA.NS,The United Nilgiri Tea Estates Company Limited,Others,Others
1878,UNIVASTU.NS,Univastu India Limited,Others,Others
1879,UNIVCABLES.NS,Universal Cables Limited,Others,Others
1880,UNIVPHOTO.NS,Universus Photo Imagings Limited,Others,Others
1881,UNOMINDA.NS,UNO Minda Limited,Automobile and Auto Components,Automobile and Auto Components
1882,UPL.NS,UPL Limited,Chemicals,Chemicals
1883,URAVI.NS,Uravi T and Wedge Lamps Limited,Others,Others
1884,URJA.NS,Urja Global Limited,Others,Others
1885,USHAMART.NS,Usha Martin Limited,Capital Goods,Capital Goods
1886,USK.NS,Udayshivakumar Infra Limited,Others,Others
1887,UTIAMC.NS,UTI Asset Management Company Limited,Financial Services,Financial Services
1888,UTKARSHBNK.NS,Utkarsh Small Finance Bank Limited,Financial Services,Financial Services
1889,UTTAMSUGAR.NS,Uttam Sugar Mills Limited,Others,Others
1890,V2RETAIL.NS,V2 Retail Limited,Others,Others
1891,VADILALIND.NS,Vadilal Industries Limited,Others,Others
1892,VAIBHAVGBL.NS,Vaibhav Global Limited,Consumer Durables,Consumer Durables
1893,VAISHALI.NS,Vaishali Pharma Limited,Others,Others
1894,VAKRANGEE.NS,Vakrangee Limited,Others,Others
1895,VALIANTLAB.NS,Valiant Laboratories Limited,Others,Others
1896,VALIANTORG.NS,Valiant Organics Limited,Others,Others
1897,VARDHACRLC.NS,Vardhman Acrylics Limited,Others,Others
1898,VARDMNPOLY.NS,Vardhman Polytex Limited,Others,Others
1899,VARROC.NS,Varroc Engineering Limited,Automobile and Auto Components,Automobile and Auto Components
1900,VASCONEQ.NS,Vascon Engineers Limited,Others,Others
1901,VASWANI.NS,Vaswani Industries Limited,Others,Others
1902,VBL.NS,Varun Beverages Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
1903,VCL.NS,Vaxtex Cotfab Limited,Others,Others
1904,VEDL.NS,Vedanta Limited,Metals & Mining,Metals & Mining
1905,VENKEYS.NS,Venky's (India) Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
1906,VENUSPIPES.NS,Venus Pipes & Tubes Limited,Others,Others
1907,VENUSREM.NS,Venus Remedies Limited,Others,Others
1908,VERANDA.NS,Veranda Learning Solutions Limited,Others,Others
1909,VERTOZ.NS,Vertoz Limited,Others,Others
1910,VESUVIUS.NS,Vesuvius India Limited,Others,Others
1911,VETO.NS,Veto Switchgears And Cables Limited,Others,Others
1912,VGUARD.NS,V-Guard Industries Limited,Consumer Durables,Consumer Durables
1913,VHL.NS,Vardhman Holdings Limited,Others,Others
1914,VHLTD.NS,Viceroy Hotels Limited,Others,Others
1915,VIDHIING.NS,Vidhi Specialty Food Ingredients Limited,Others,Others
1916,VIJAYA.NS,Vijaya Diagnostic Centre Limited,Healthcare,Healthcare
1917,VIJIFIN.NS,Viji Finance Limited,Others,Others
1918,VIKASECO.NS,Vikas EcoTech Limited,Others,Others
1919,VIKASLIFE.NS,Vikas Lifecare Limited,Others,Others
1920,VIMTALABS.NS,Vimta Labs Limited,Others,Others
1921,VINATIORGA.NS,Vinati Organics Limited,Others,Others
1922,VINDHYATEL.NS,Vindhya Telelinks Limited,Others,Others
1923,VINEETLAB.NS,Vineet Laboratories Limited,Others,Others
1924,VINNY.NS,Vinny Overseas Limited,Others,Others
1925,VINNY-RE.NS,Vinny Overseas Ltd-RE,Others,Others
1926,VINYLINDIA.NS,Vinyl Chemicals (India) Limited,Others,Others
1927,VIPCLOTHNG.NS,VIP Clothing Limited,Others,Others
1928,VIPIND.NS,VIP Industries Limited,Consumer Durables,Consumer Durables
1929,VIPULLTD.NS,Vipul Limited,Others,Others
1930,VIRINCHI.NS,Virinchi Limited,Others,Others
1931,VISAKAIND.NS,Visaka Industries Limited,Others,Others
1932,VISASTEEL.NS,Visa Steel Limited,Others,Others
1933,VISHNU.NS,Vishnu Chemicals Limited,Others,Others
1934,VISHWARAJ.NS,Vishwaraj Sugar Industries Limited,Others,Others
1935,VIVIDHA.NS,Visagar Polytex Limited,Others,Others
1936,VLEGOV.NS,VL E-Governance & IT Solutions Limited,Others,Others
1937,VLSFINANCE.NS,VLS Finance Limited,Others,Others
1938,VMART.NS,V-Mart Retail Limited,Consumer Services,Consumer Services
1939,VOLTAMP.NS,Voltamp Transformers Limited,Capital Goods,Capital Goods
1940,VOLTAS.NS,Voltas Limited,Consumer Durables,Consumer Durables
1941,VPRPL.NS,Vishnu Prakash R Punglia Limited,Others,Others
1942,VRAJ.NS,Vraj Iron and Steel Limited,Others,Others
1943,VRLLOG.NS,VRL Logistics Limited,Services,Services
1944,VSSL.NS,Vardhman Special Steels Limited,Others,Others
1945,VSTIND.NS,VST Industries Limited,Others,Others
1946,VSTL.NS,Vibhor Steel Tubes Limited,Others,Others
1947,VSTTILLERS.NS,V.S.T Tillers Tractors Limited,Capital Goods,Capital Goods
1948,VTL.NS,Vardhman Textiles Limited,Textiles,Textiles
1949,WABAG.NS,VA Tech Wabag Limited,Utilities,Utilities
1950,WALCHANNAG.NS,Walchandnagar Industries Limited,Others,Others
1951,WANBURY.NS,Wanbury Limited,Others,Others
1952,WEALTH.NS,Wealth First Portfolio Managers Limited,Others,Others
1953,WEBELSOLAR.NS,Websol Energy System Limited,Others,Others
1954,WEIZMANIND.NS,Weizmann Limited,Others,Others
1955,WEL.NS,Wonder Electricals Limited,Others,Others
1956,WELCORP.NS,Welspun Corp Limited,Capital Goods,Capital Goods
1957,WELENT.NS,Welspun Enterprises Limited,Construction,Construction
1958,WELINV.NS,Welspun Investments and Commercials Limited,Others,Others
1959,WELSPUNLIV.NS,Welspun Living Limited,Textiles,Textiles
1960,WENDT.NS,Wendt (India) Limited,Others,Others
1961,WESTLIFE.NS,WESTLIFE FOODWORLD LIMITED,Consumer Services,Consumer Services
1962,WEWIN.NS,WE WIN LIMITED,Others,Others
1963,WHEELS.NS,Wheels India Limited,Others,Others
1964,WHIRLPOOL.NS,Whirlpool of India Limited,Consumer Durables,Consumer Durables
1965,WILLAMAGOR.NS,Williamson Magor & Company Limited,Others,Others
1966,WINDLAS.NS,Windlas Biotech Limited,Others,Others
1967,WINDMACHIN.NS,Windsor Machines Limited,Others,Others
1968,WINSOME.NS,Winsome Yarns Limited,Others,Others
1969,WIPL.NS,The Western India Plywoods Limited,Others,Others
1970,WIPRO.NS,Wipro Limited,Information Technology,Information Technology
1971,WOCKPHARMA.NS,Wockhardt Limited,Healthcare,Healthcare
1972,WONDERLA.NS,Wonderla Holidays Limited,Consumer Services,Consumer Services
1973,WORTH.NS,Worth Peripherals Limited,Others,Others
1974,WSI.NS,W S Industries (I) Limited,Others,Others
1975,WSTCSTPAPR.NS,West Coast Paper Mills Limited,Forest Materials,Forest Materials
1976,XCHANGING.NS,Xchanging Solutions Limited,Others,Others
1977,XELPMOC.NS,Xelpmoc Design And Tech Limited,Others,Others
1978,XPROINDIA.NS,Xpro India Limited,Others,Others
1979,YAARI.NS,Yaari Digital Integrated Services Limited,Others,Others
1980,YASHO.NS,Yasho Industries Limited,Others,Others
1981,YATHARTH.NS,Yatharth Hospital & Trauma Care Services Limited,Healthcare,Healthcare
1982,YATRA.NS,Yatra Online Limited,Others,Others
1983,YESBANK.NS,Yes Bank Limited,Financial Services,Financial Services
1984,YUKEN.NS,Yuken India Limited,Others,Others
1985,ZAGGLE.NS,Zaggle Prepaid Ocean Services Limited,Others,Others
1986,ZEEL.NS,Zee Entertainment Enterprises Limited,Media Entertainment & Publication,Media Entertainment & Publication
1987,ZEELEARN.NS,Zee Learn Limited,Others,Others
1988,ZEEMEDIA.NS,Zee Media Corporation Limited,Others,Others
1989,ZENITHEXPO.NS,Zenith Exports Limited,Others,Others
1990,ZENITHSTL.NS,Zenith Steel Pipes & Industries Limited,Others,Others
1991,ZENSARTECH.NS,Zensar Technologies Limited,Information Technology,Information Technology
1992,ZENTEC.NS,Zen Technologies Limited,Capital Goods,Capital Goods
1993,ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India Limited,Automobile and Auto Components,Automobile and Auto Components
1994,ZIMLAB.NS,Zim Laboratories Limited,Others,Others
1995,ZODIAC.NS,Zodiac Energy Limited,Others,Others
1996,ZODIACLOTH.NS,Zodiac Clothing Company Limited,Others,Others
1997,ZOMATO.NS,Zomato Limited,Consumer Services,Consumer Services
1998,ZOTA.NS,Zota Health Care LImited,Others,Others
1999,ZUARI.NS,Zuari Agro Chemicals Limited,Others,Others
2000,ZUARIIND.NS,ZUARI INDUSTRIES LIMITED,Others,Others
2001,ZYDUSLIFE.NS,Zydus Lifesciences Limited,Healthcare,Healthcare
2002,ZYDUSWELL.NS,Zydus Wellness Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
